"","question_no","name","tabled_dt","response_name","response_dt","question","answer","welsh","withdrawn","number"
"3050","WAQ74365","Nick Ramsay",2017-10-05,"Cabinet Secretary for Finance and Local Government",2017-10-12,"Will the Cabinet Secretary respond to Plaid Cymru's claim that over 50 per cent of its spending commitments, or £500 million, have been secured in full or in part over the last two budgets?","Full details of the agreements reached with Plaid Cymru for the 2017-18 and 2018-19 draft Budget have been published. The agreements are available at the following links:http://gov.wales/newsroom/finance1/2016/161018BudgetAgreement/?lang=enhttp://gov.wales/newsroom/finance1/2017/171001-budget-agreeement-between-welsh-government-and-plaid-cymru/?lang=en",FALSE,FALSE,3050
"3051","WAQ74366","Nick Ramsay",2017-10-05,"Cabinet Secretary for Finance and Local Government",2017-10-12,"Will the Cabinet Secretary outline how many spending commitments the Welsh Government has had to give up in order to accommodate Plaid Cymru support for this budget, and provide details of the commitments that have been shelved?","The Budget agreement reached with Plaid Cymru secures the whole of our Budget and demonstrates our commitment to working with other parties to deliver shared priorities in the interests of the people of Wales.",FALSE,FALSE,3051
"3052","WAQ74381","Angela Burns",2017-10-06,"Cabinet Secretary for Health, Well-being and Sport",2017-10-16,"Will the Cabinet Secretary outline the Welsh Government's plans to increase the number of medical training places in each of Wales's health boards?","Last year a new process for identifying priority areas for investment in medical training places was introduced.  The process involves the All Wales Strategic Medical Workforce Group putting forward a set of recommendations which is then considered by key stakeholders, including NHS Chief Executives prior to being submitted to Welsh Government for consideration.",FALSE,FALSE,3052
"3053","WAQ74382","Angela Burns",2017-10-06,"Cabinet Secretary for Health, Well-being and Sport",2017-10-16,"Will the Cabinet Secretary provide information on the number of available medical training places in each of Wales's health boards, outlining which are filled and which are vacant, and how this compares with the last 3 years?","Last year a new process for identifying priority areas for investment in medical training places was introduced.  The process involves the All Wales Strategic Medical Workforce Group putting forward a set of recommendations which is then considered by key stakeholders, including NHS Chief Executives prior to being submitted to Welsh Government for consideration.",FALSE,FALSE,3053
"3054","WAQ74383","Angela Burns",2017-10-06,"Cabinet Secretary for Health, Well-being and Sport",2017-10-16,"Will the Cabinet Secretary outline the real terms changes to funding for medical training places as set out in the draft budgets for 2018-19 and 2019-20, and outline how these changes will impact each of Wales's health boards?","Last year a new process for identifying priority areas for investment in medical training places was introduced. The process involves the All Wales Strategic Medical Workforce Group putting forward a set of recommendations which is then considered by key stakeholders, including NHS Chief Executives prior to being submitted to Welsh Government for consideration. As a result of this process I agreed a range of new training posts amounting to an additional £1. 1million. The additional investment provided to support these new posts was £0. 733million in 2017/18 (part year costs due to August 2017 start date), with an ongoing funding requirement of £1. 1million each year from 2018/19. Information about any additional training places to commence in 2018 will be made available during the coming weeks. There are a number of reasons why training places could be vacant at any given time in the year, including maternity leave, resignations and trainees taking time out of training. It is not simply a matter of recruitment levels.  In addition the number of training places across sites in Wales fluctuates from year to year as programmes are altered to meet training requirements. This makes comparison across years difficult. The Wales Deanery has provided the following table which sets out the number of training posts available by health board during the years 2015 – 17, together with the percentage of posts filled.",FALSE,FALSE,3054
"3055","WAQ74384","Janet Finch-Saunders",2017-10-06,"Cabinet Secretary for Environment and Rural Affairs",2017-10-17,"Will the Cabinet Secretary make a statement on the fact that the total cost of staff training in Natural Resources Wales has increased by 19. 1 per cent from 2014/15 to 2016/17, and provide an explanation for this, given that the total funds for NRW have been reduced by 16. 35 per cent in the same time frame?","Natural Resources Wales (NRW) have responsibility for making decisions about how they allocate their revenue funds within their budget.",FALSE,FALSE,3055
"3056","WAQ74385","Simon Thomas",2017-10-06,"Cabinet Secretary for Environment and Rural Affairs",2017-10-18,"Will the Welsh Government guarantee the same level of income for farmers between 2019 and 2022? W","The role of the Welsh Government, in the context of farm incomes, is to work alongside the farming unions, the Country Land & Business Association Cymru (CLA Cymru), Hybu Cig Cymru and other key stakeholders, to encourage and support our farmers to become more efficient, more market focussed and more resilient. These, fundamentally, are the actions required if we are to secure and grow farm incomes. The agriculture industry faces considerable challenges as a consequence of Brexit. We still have no clear undertakings on funding from the UK Government beyond 2022 or any certainty on trade deals once we exit the EU. These are key factors in the future prosperity of the agriculture industry in Wales and must be addressed with more urgency by the UK Government. The close working relationship I and my officials have with our key stakeholders through my Brexit Roundtable has been very positive and has identified the requirement for more targeted business support to encourage a closer relationship between supply chains, collaboration and exploration of new market opportunities. Approximately 7,500 of our farmers have benefited from business support delivered by Farming Connect to date and I would encourage all farmers in Wales to consider what is on offer from Farming Connect. The support available is directed squarely at further modernisation and business acumen, increased resilience and prosperity. Although there remains considerable uncertainty on future funding and future trade arrangements, there are many things that farmers can do now to prepare for a future outside the EU. Benchmarking against the best in class, driving down input costs wherever possible, making use of the latest technologies and techniques, seeking new diversification opportunities; timber, renewable energy and tourism to name but three, are positive actions that farmers can take today to help secure their incomes and their businesses.",TRUE,FALSE,3056
"3057","WAQ74386","Simon Thomas",2017-10-06,"Cabinet Secretary for Environment and Rural Affairs",2017-10-18,"What are the Welsh Government's plans to secure the same, or a higher, level of income for farmers after 2022? W","The role of the Welsh Government, in the context of farm incomes, is to work alongside the farming unions, the Country Land & Business Association Cymru (CLA Cymru), Hybu Cig Cymru and other key stakeholders, to encourage and support our farmers to become more efficient, more market focussed and more resilient. These, fundamentally, are the actions required if we are to secure and grow farm incomes. The agriculture industry faces considerable challenges as a consequence of Brexit. We still have no clear undertakings on funding from the UK Government beyond 2022 or any certainty on trade deals once we exit the EU. These are key factors in the future prosperity of the agriculture industry in Wales and must be addressed with more urgency by the UK Government. The close working relationship I and my officials have with our key stakeholders through my Brexit Roundtable has been very positive and has identified the requirement for more targeted business support to encourage a closer relationship between supply chains, collaboration and exploration of new market opportunities. Approximately 7,500 of our farmers have benefited from business support delivered by Farming Connect to date and I would encourage all farmers in Wales to consider what is on offer from Farming Connect. The support available is directed squarely at further modernisation and business acumen, increased resilience and prosperity. Although there remains considerable uncertainty on future funding and future trade arrangements, there are many things that farmers can do now to prepare for a future outside the EU. Benchmarking against the best in class, driving down input costs wherever possible, making use of the latest technologies and techniques, seeking new diversification opportunities; timber, renewable energy and tourism to name but three, are positive actions that farmers can take today to help secure their incomes and their businesses.",TRUE,FALSE,3057
"3058","WAQ74387","Simon Thomas",2017-10-06,"Cabinet Secretary for Environment and Rural Affairs",2017-10-18,"Will the Cabinet Secretary provide information on the recent trial conducted in Barry Island and Cardiff Town Centre to collect and recycle polystyrene packaging used for food and drink on the go, exploring the system and reprocessing requirements to recycle this material effectively?","This trial is being undertaken by RECOUP (RECycling Of Used Plastics Limited) and has not been commissioned by the Welsh Government. However, I will be interested to see how it develops. I would recommend you contact RECOUP directly at www.recoup.org/contact-us to obtain specific details.",FALSE,FALSE,3058
"3059","WAQ74388","Simon Thomas",2017-10-06,"Cabinet Secretary for Environment and Rural Affairs",2017-10-12,"Does the Welsh Government recycles polystyrene waste?","Polystyrene is not recycled on the Welsh Government's administrative estate.",FALSE,FALSE,3059
"3060","WAQ74389","Nick Ramsay",2017-10-06,"Cabinet Secretary for Finance and Local Government",2017-10-18,"What estimate has been made of the financial impact on consumers should a deposit return scheme for drinks bottles and containers be introduced?","I have commissioned a study to assess the feasibility of Extended Producer Responsibility Schemes for Wales. The study is focusing on food and drink related packaging and will include an analysis of Deposit Return Schemes, including the financial impact on consumers. Our draft Budget has also allocated £0. 5m for 2018-19 to support schemes to test the feasibility for deposit schemes and the details will follow early next year.",FALSE,FALSE,3060
"3061","WAQ74390","Dai Lloyd",2017-10-06,"Cabinet Secretary for Health, Well-being and Sport",2017-10-13,"Will the Minister give an indication as to when the responses to the consultation on the phase 2 implementation of the Regulation and Inspection of Social Care (Wales) Act 2016 will be published, and when the finalised regulations and statutory guidance will be issued?","We intend to publish consultation summary reports in respect of both the phase 2 consultations (Service and Workforce) next month. After being revised to take account of the consultation outcomes, regulations placing requirements on Service Providers and Responsible Individuals will be laid in mid-November. A revised draft of the accompanying statutory guidance will also be made available at this time.",FALSE,FALSE,3061
"3062","WAQ74391","Dai Lloyd",2017-10-06,"Cabinet Secretary for Health, Well-being and Sport",2017-10-18,"What communications has the Cabinet Secretary had with the UK Government in relation to encouraging and enabling international nurses to come and work in Wales?","Health and health services in Wales, including recruitment and retention, are devolved to the Welsh Government.  Health boards and trusts are actively recruiting additional nurses, including from countries outside the UK. To support this, in May our national and international marketing campaign; This is Wales; Train, Work, Live was extended to nurses. I have previously written to the Secretary of State for Health regarding staff from overseas. My officials also discuss a number of matters with their counterparts across the UK pertaining to recruitment of health professionals, where appropriate.",FALSE,FALSE,3062
"3063","WAQ74392","Dai Lloyd",2017-10-06,"Cabinet Secretary for Health, Well-being and Sport",2017-10-13,"What assurances can the Cabinet Secretary give that the new Health Education Improvement Wales body will be truly independent from Welsh Government, and what evidence can be provided that a special health authority will enable the appropriate level of independence?","In July I issued a written statement detailing the plans for Health Education and Improvement Wales (HEIW). The legislation to establish HEIW as a Special Health Authority was laid on 13 September, and came into force on 5 October. As I set out in Plenary on 4 October, HEIW will be led by a Board, comprising a majority of independent members appointed through public appointment. That Board will oversee the organisation and ensure its independence and impartiality. The decision to establish HEIW as an SHA follows the advice provided Professor Robin Williams in his report and follows the path taken in the establishment of the respective organisations in England and Scotland. HEIW will continue to exercise the statutory responsibilities currently carried out by those bodies that are being brought together, including those related to the regulators at a UK level. We continue to work with a variety of stakeholders, including the GMC and other regulators, as we take forward our plans for HEIW.",FALSE,FALSE,3063
"3064","WAQ74393","Darren Millar",2017-10-09,"First Minister",2017-10-13,"Will the First Minister provide a list of the overseas nations the First Minister, Cabinet Secretaries and Welsh Ministers intend to travel to during the next 12 months?","For operational reasons we do not publish Minister's overseas travel plans 12 months in advance.",FALSE,FALSE,3064
"3065","WAQ74394","David Melding",2017-10-09,"Cabinet Secretary for Environment and Rural Affairs",2017-10-18,"David Melding (South Wales Central): Will the Cabinet Secretary outline the details of the procedure that took place when EDF Energy was granted its marine license to deposit dredged material from Hinkley Point C off Cardiff and the Vale of Glamorgan?","I issued a Written Statement to Assembly Members regarding this marine licence (12/45/ML) on 29 September. Natural Resources Wales (NRW) act on behalf of the Welsh Ministers as the marine licensing authority in Wales, under Part 4 (marine licensing) of the Marine and Coastal Access Act 2009. NRW are responsible for this licence and the conditions associated with it and any further queries on this licence should be directed to them. NRW have advised me the standard marine licensing procedure (in accordance with the MCAA) was applied to this licence determination, which included public consultation and consultation with technical experts, with an additional step of further sampling and a radiological assessment being carried out.",FALSE,FALSE,3065
"3066","WAQ74395","David Melding",2017-10-09,"Cabinet Secretary for Environment and Rural Affairs",2017-10-18,"David Melding (South Wales Central): Will the Cabinet Secretary provide details on the activation notice period for a dredging company with an active marine license should they wish to begin dredging?","Natural Resources Wales (NRW) have been delegated the marine licensing functions in Wales and act on behalf of Welsh Ministers. NRW advise me all marine licences have the following standard condition:“The Licence Holder must advise NRW acting on behalf of the Licensing Authority and Marine Enforcement Officers 10 days before the licensed operation, or an individual phase of the operation is expected to commence. ”",FALSE,FALSE,3066
"3067","WAQ74396","Adam Price",2017-10-09,"First Minister",2017-10-17,"Will the First Minister confirm that there has been no breach of the Ministerial Code in relation to the leak inquiry involving the Circuit of Wales project?","The leak inquiry in to the Circuit of Wales is ongoing.  I will ask the Permanent Secretary to write to you once it has concluded.",FALSE,FALSE,3067
"3068","WAQ74397","Adam Price",2017-10-09,"First Minister",2017-10-17,"Will the First Minister confirm that there has been no breach of the Special Adviser Code in relation to the leak inquiry involving the Circuit of Wales project?","The leak inquiry in to the Circuit of Wales is ongoing.  I will ask the Permanent Secretary to write to you once it has concluded.",FALSE,FALSE,3068
"3069","WAQ74398","Adam Price",2017-10-09,"First Minister",2017-10-17,"Will the First Minister confirm if he has been informed by the Permanent Secretary that there was no Civil Service Code breach in relation to the leak inquiry involving the Circuit of Wales project?","The leak inquiry in to the Circuit of Wales is ongoing. I will ask the Permanent Secretary to write to you once it has concluded.",FALSE,FALSE,3069
"3070","WAQ74399","Adam Price",2017-10-09,"Cabinet Secretary for Economy and Infrastructure",2017-10-17,"Further to his written statement on 6 October 2017, when was Mr Michael Carrick's permission sought to publish the fit and proper person test and when did Mr Carrick refuse to give that permission? W","Michael Carrick, as Chief Executive Officer of Heads of the Valleys Development Company (HOVDC), was first provided with a redacted copy of Grant Thornton’s corporate intelligence report (which covers the Fit and Proper Person test) in May. Mr Carrick wrote to Welsh Government on 30 May, setting out the company’s observation that the report contained areas of concern for him and his colleagues. On 1 September, Mr Carrick wrote again to Welsh Government about the disclosure of a range of due diligence extracts, emphasising the company’s position that the corporate intelligence report not be released at that stage. Welsh Government wrote to the company on 6 October, providing a further copy of the redacted report that was originally shared with HOVDC in May, asking if they would consider the matter again and advise if they were content for the material to be made publicly available. The company confirmed on 9 October that their position remains unchanged in that they decline any consent for the release of the report.",TRUE,FALSE,3070
"3071","WAQ74400","Adam Price",2017-10-09,"Cabinet Secretary for Education",2017-10-13,"Has the Cabinet Secretary or officials in her department discussed the Welsh language White Paper with the Public Services Ombudsman, formally or informally, and was that before or after the Ombudsman announced his response to the White Paper; and could the dates be provided for any discussions held? W","Welsh Government officials attended a meeting of the Ombudsman's Advisory Panel on 13 September, at the invitation of the Public Services Ombudsman for Wales. At that meeting, the Ombudsman outlined the main elements of his proposed response to the White Paper. The Ombudsman's written response was received on 26 September.",TRUE,FALSE,3071
"3072","WAQ74175","Steffan Lewis",2017-09-15,"Cabinet Secretary for Health, Well-being and Sport",2017-09-25,"Will the Cabinet Secretary provide an update on the All Wales Medicines Strategy Group's appraisal of orkambi, a new drug to treat Cystic Fibrosis?","My previous answer to WAQ73727 still applies.",FALSE,FALSE,3072
"3073","WAQ74183","Nathan Gill",2017-09-15,"Cabinet Secretary for Health, Well-being and Sport",2017-09-25,"Further to WAQ73905, what are the associated costs of the provision of such drugs during this period?","The table below shows the number and net ingredient costs (NIC) of prescriptions per calendar year. The figures represent prescriptions for tablets and capsules only, where paracetamol or ibuprofen is the primary or sole active ingredient.",FALSE,FALSE,3073
"3074","WAQ74184","Nathan Gill",2017-09-15,"Cabinet Secretary for Health, Well-being and Sport",2017-09-25,"What has been the cost to the NHS of returned and unused prescription drugs to pharmacies during 2015-16 and 2016-2017?","This data is not recorded.",FALSE,FALSE,3074
"3075","WAQ74189","Janet Finch-Saunders",2017-09-15,"Cabinet Secretary for Health, Well-being and Sport",2017-09-25,"Will the Cabinet Secretary make a statement on the waiting times for local primary mental health support service assessments in Betsi Cadwaladr University Health Board, and explain what the Welsh Government is doing to reduce the number of patients waiting over 28 days from referral to an assessment?","Latest data for June 2017 published to StatsWales shows that within Betsi Cadwaladr University Health Board 83% of people referred for assessment by Local Primary Mental Health Support Services (LPMHSS) were seen within 28 days of referral. This compares favourably with the all-Wales figure of 79% and is within the threshold we have set of a minimum 80% achievement against the target. In recent years we have provided new annual funding to improve provision for LPMHSS across Wales. This includes £1. 5m targeted at all-ages and £800,000 specifically targeted at improving provision for children and young people. I keep health board activity in this area under regular review and discuss progress and what more can be done to improve performance at my regular meetings with health board vice chairs.",FALSE,FALSE,3075
"3076","WAQ74190","Mike Hedges",2017-09-18,"Cabinet Secretary for Economy and Infrastructure",2017-09-25,"Mike Hedges (Swansea East): What assessment has been made of the risk associated with the proposed transfer of ownership of the Valley Lines to the Welsh Government?","As part of ongoing development of Welsh Government's proposals for the Core Valley Lines, Transport for Wales are working with Network Rail to ascertain information regarding, staff and the infrastructure to assess the current condition of the network and current and future risks associated with it and ways in which these can be managed.",FALSE,FALSE,3076
"3077","WAQ74191","Mike Hedges",2017-09-18,"Cabinet Secretary for Economy and Infrastructure",2017-09-25,"What assessment has been made of the costs associated with the transfer of risk related to the proposed transfer of ownership of the Valley Lines to the Welsh Government?","As part of ongoing development of our proposal for the Core Valley Lines, we are working with the UK Government and Network Rail to agree the funding, debt and associated liabilities. This work is ongoing.",FALSE,FALSE,3077
"3078","WAQ74192","Mike Hedges",2017-09-18,"Cabinet Secretary for Economy and Infrastructure",2017-09-25,"Has the Welsh Government made an assessment of the current condition of the Valley Lines network including latent defects, and if not by when will such an assessment be made?","As part of ongoing development of Welsh Government's proposals for the Core Valley Lines, Transport for Wales are working with Network Rail to ascertain information regarding, staff and infrastructure to assess the current condition of the network and current and future risks associated with it.",FALSE,FALSE,3078
"3079","WAQ74193","Mike Hedges",2017-09-18,"Cabinet Secretary for Economy and Infrastructure",2017-09-25,"What assessment has been made of future liabilities resulting from the proposed transfer Valley Lines to the Welsh Government for a) the UK Government, b) Network Rail, and c) Welsh Government?","An assessment of future liabilities is being taken forward as part of the negotiations between Network Rail and the UK Government regarding the Core Valley Lines.",FALSE,FALSE,3079
"3080","WAQ74194","Mike Hedges",2017-09-18,"Cabinet Secretary for Economy and Infrastructure",2017-09-25,"What assessment has been made of the impact of the proposed transfer of the Valley Lines to the Welsh Government on a) funding, b) debt, c) liability for the Valley Lines?","As part of ongoing development of our proposal for the Core Valley Lines, we are working with the UK Government and Network Rail to agree the funding, debt and associated liabilities. This work is ongoing.",FALSE,FALSE,3080
"3081","WAQ74195","Mike Hedges",2017-09-18,"Cabinet Secretary for Economy and Infrastructure",2017-09-25,"As the result of any transfer of the Valley Lines to the Welsh Government will a proportion of Network Rails debt also be transferred and if so how much?","We are making progress on the transfer of ownership of the Valley Lines to the Welsh Government. We have engaged with the UK Government to develop the principles of the asset transfer. Negotiations are still underway between the UK Government and the Welsh Government and will continue over the coming months. If a proportion of Network Rail's debt transfers to the Welsh Government as part of the transfer of asset ownership, then we will require an equivalent transfer of funding to service that debt.",FALSE,FALSE,3081
"3082","WAQ74196","Mike Hedges",2017-09-18,"Cabinet Secretary for Economy and Infrastructure",2017-09-25,"Is the Welsh Government aware of any assessment that Network Rail has made of the current condition of the Valley Lines network, including latent defects?","As part of ongoing development of Welsh Government's proposals for the Core Valley Lines, Transport for Wales are working with Network Rail to ascertain information regarding, staff and infrastructure to assess the current condition of the network and current and future risks associated with it.",FALSE,FALSE,3082
"3083","WAQ74200","Janet Finch-Saunders",2017-09-19,"Cabinet Secretary for Environment and Rural Affairs",2017-09-25,"What consideration will the Cabinet Secretary give to amending TAN 1 to allow for use of the past building rates method in calculating housing land supply?","As part of the revisions to TAN 1 in 2015, the use of the alternative methodology for calculating housing land supply, based on past build rates, was removed. This methodology was based on the past underperformance of the house-building industry and does not relate to delivery against the housing requirements established by Local Planning Authorities in their Local Development Plans to meet the needs of their communities.",FALSE,FALSE,3083
"3084","WAQ74201","Janet Finch-Saunders",2017-09-19,"Cabinet Secretary for Environment and Rural Affairs",2017-09-25,"When will the Cabinet Secretary revise TAN 1 Section 7. 5. 1 to permit the consideration of alternative land supply methodologies?","As part of the revisions to TAN 1 in 2015, the use of the alternative methodology for calculating housing land supply, based on past build rates, was removed. This methodology was based on the past underperformance of the house-building industry and does not relate to delivery against the housing requirements established by Local Planning Authorities in their Local Development Plans to meet the needs of their communities. Planning policy and guidance, including TAN 1, is kept under review.",FALSE,FALSE,3084
"3085","WAQ74203","Andrew R.T. Davies",2017-09-20,"Cabinet Secretary for Economy and Infrastructure",2017-09-25,"With reference to WAQ74145, will the Cabinet Secretary provide the subsidy for the same period during 2016?","The Welsh Government subsidy for the T9 Airport Express for the period of March 2016 to August 2016 (inclusive) was £252,668. To note the £12,058 increase in revenue subsidy cost for March to August 2017 (compared to the same period in 2016) was due to a routine contract inflation increase, the introduction of an additional late evening journey on the service to meet revised flight arrivals at the Airport, and the deployment of additional buses on the route in support of the UEFA Champions League Event in June.",FALSE,FALSE,3085
"3086","WAQ74212","Janet Finch-Saunders",2017-09-20,"Cabinet Secretary for Economy and Infrastructure",2017-09-25,"What considerations will the Cabinet Secretary give to change the TrawsCymru service timetables to enable north-south/south-north travel over one day?","Following the Winkler review in 2013, we have made significant improvements to the TrawsCymru long distance bus network across Wales opening up many new journey opportunities for rural communities. As a result we have seen significant patronage increases on key north south services (such as the TrawsCymru T2 service which links Bangor to Aberystwyth seven days a week), with passenger numbers doubling in the last three years (108,588 in 2014/15 to 234,430 in 2016/17). We will continue to build upon these sound foundations by working closely with local authorities to further improve key long distance bus services as part of an integrated transport network.",FALSE,FALSE,3086
"3087","WAQ74228","Darren Millar",2017-09-20,"Cabinet Secretary for Economy and Infrastructure",2017-09-25,"What consideration has the Welsh Government given to supporting the establishment of a direct airlink between Cardiff Airport and Tel Aviv?","Cardiff Airport is a strategic asset for Wales and developing the airport remains a key priority for the Welsh Government. Our ongoing focus remains the development of Cardiff Airport and to develop transport links for the people of Wales.",FALSE,FALSE,3087
"3088","WAQ74229","Darren Millar",2017-09-20,"Cabinet Secretary for Economy and Infrastructure",2017-09-25,"What is the total value of trade between Wales and Israel?","HMRC statistics currently show that the total value of trade in 2016 between Wales and Israel is £26.1m (this figure only reflects the export of goods and does not include services). However, HMRC will be revising estimates of trade on 12 October; following the identification of an error when merging datasets. Welsh Government officials are currently carrying out quality assurance of the data and will be revising our website/Statswales on 12 October in line with the Code of Practice for Official Statistics.",FALSE,FALSE,3088
"3089","WAQ74237","Adam Price",2017-09-25,"Cabinet Secretary for Education",2017-10-05,"Has the Welsh Government undertaken an assessment of the impact that the introduction of the Wales Act 2017 will have on the National Assembly for Wales's ability to impose Welsh-language duties on private-sector bodies? W","The proposals in our White Paper, 'Striking the right balance: proposals for a Welsh Language Bill', aim to assist us to deliver our vision for a million Welsh speakers by 2050.",TRUE,FALSE,3089
"3090","WAQ74238","Adam Price",2017-09-25,"Cabinet Secretary for Education",2017-10-05,"Will the Cabinet Secretary confirm that the Welsh Government considers that the ability to impose Welsh-language duties on the private sector will be within the National Assembly for Wales's competence when the provisions of the Wales Act 2017 come into force? W","The proposals in our White Paper, 'Striking the right balance: proposals for a Welsh Language Bill', aim to assist us to deliver our vision for a million Welsh speakers by 2050.",TRUE,FALSE,3090
"3091","WAQ74239","Adam Price",2017-09-25,"Cabinet Secretary for Education",2017-10-05,"Will the Cabinet Secretary confirm that she has sought specific legal advice in developing the proposals of the White Paper, 'Striking the right balance: proposals for a Welsh-language Bill', regarding the effect that removing the Welsh Language (Wales) Measure 2011 schedules is likely to have on the National Assembly for Wales's ability to introduce language duties for the private sector? W","The proposals in our White Paper, 'Striking the right balance: proposals for a Welsh Language Bill', aim to assist us to deliver our vision for a million Welsh speakers by 2050.",TRUE,FALSE,3091
"3092","WAQ74240","Adam Price",2017-09-25,"Cabinet Secretary for Education",2017-10-05,"Will the Cabinet Secretary confirm whether she has sought specific legal advice in developing the proposals of the White Paper, 'Striking the right balance: proposals for a Welsh-language Bill', regarding the effect that removing the Welsh Language Measure 2011 schedules is likely to have on the National Assembly for Wales's ability to place language duties on private bodies that are already listed in the Welsh Language (Wales) Measure 2011 as it currently stands? W","The proposals in our White Paper, 'Striking the right balance: proposals for a Welsh Language Bill', aim to assist us to deliver our vision for a million Welsh speakers by 2050.",TRUE,FALSE,3092
"3093","WAQ74241","Adam Price",2017-09-25,"Cabinet Secretary for Education",2017-10-05,"Will the Cabinet Secretary confirm whether she has sought specific legal advice in developing the proposals of the White Paper, 'Striking the right balance: proposals for a Welsh-language Bill', regarding the effect that removing the Welsh Language Measure 2011 schedules is likely to have on the National Assembly for Wales's ability to introduce new duties in future for types of private bodies (e. g. banks and supermarkets) that are not already listed in the Welsh Language (Wales) Measure 2011 as it currently stands? W","The proposals in our White Paper, 'Striking the right balance: proposals for a Welsh Language Bill', aim to assist us to deliver our vision for a million Welsh speakers by 2050.",TRUE,FALSE,3093
"3094","WAQ74242","Adam Price",2017-09-25,"Cabinet Secretary for Education",2017-10-05,"Will the Cabinet Secretary confirm, based on any assessments that have been made and any legal advice received, whether it would be legally possible for the National Assembly for Wales to place duties on banks if the proposals in the Welsh-language White Paper come into force? W","The proposals in our White Paper, 'Striking the right balance: proposals for a Welsh Language Bill', aim to assist us to deliver our vision for a million Welsh speakers by 2050.",TRUE,FALSE,3094
"3095","WAQ74243","Adam Price",2017-09-25,"Cabinet Secretary for Education",2017-10-05,"Will the Cabinet Secretary confirm, based on any assessments that have been made and any legal advice received, whether it would be legally possible for the National Assembly for Wales to place duties on supermarkets if the proposals in the Welsh-language White Paper come into force? W","The proposals in our White Paper, 'Striking the right balance: proposals for a Welsh Language Bill', aim to assist us to deliver our vision for a million Welsh speakers by 2050.",TRUE,FALSE,3095
"3096","WAQ74244","Adam Price",2017-09-25,"Cabinet Secretary for Education",2017-10-05,"Will the Cabinet Secretary confirm, based on any assessments that have been made and any legal advice received, whether it would be legally possible for the National Assembly for Wales to place duties on telecommunications companies if the proposals in the Welsh-language White Paper come into force? W","The proposals in our White Paper, 'Striking the right balance: proposals for a Welsh Language Bill', aim to assist us to deliver our vision for a million Welsh speakers by 2050.",TRUE,FALSE,3096
"3097","WAQ74245","Adam Price",2017-09-25,"Cabinet Secretary for Education",2017-10-05,"Will the Cabinet Secretary confirm, based on any assessments that have been made and any legal advice received, whether it would be legally possible for the National Assembly for Wales to place duties on all bodies in the private sector that are named in the Welsh Language (Wales) Measure 2011 as it currently stands if the proposals in the Welsh-language White Paper come into force? W","The proposals in our White Paper, 'Striking the right balance: proposals for a Welsh Language Bill', aim to assist us to deliver our vision for a million Welsh speakers by 2050.",TRUE,FALSE,3097
"3098","WAQ74246","Adam Price",2017-09-25,"Cabinet Secretary for Education",2017-10-05,"Will the Cabinet Secretary confirm that she would like banks to be under a legal duty not to treat Welsh less favourably than English if the proposals in the Welsh-language White Paper come into force? W","The Welsh Government is committed to working with businesses to increase their use of the Welsh language as part of delivering our vision of a million Welsh speakers by 2050. Following the allocation of an additional £2 million to support promoting the Welsh language this year, we have prioritised investing in projects which support and encourage businesses to use Welsh. In our White Paper, we have committed to considering the appropriateness and likely effectiveness of placing legal duties in relation to the Welsh language on private sector businesses and sectors. We will consider responses to the consultation carefully before finalising our proposals.",TRUE,FALSE,3098
"3099","WAQ74247","Adam Price",2017-09-25,"Cabinet Secretary for Education",2017-10-05,"Will the Cabinet Secretary confirm that she would like supermarkets to be under a legal duty not to treat Welsh less favourably than English if the proposals in the Welsh-language White Paper come into force? W","The Welsh Government is committed to working with businesses to increase their use of the Welsh language as part of delivering our vision of a million Welsh speakers by 2050. Following the allocation of an additional £2 million to support promoting the Welsh language this year, we have prioritised investing in projects which support and encourage businesses to use Welsh. In our White Paper, we have committed to considering the appropriateness and likely effectiveness of placing legal duties in relation to the Welsh language on private sector businesses and sectors. We will consider responses to the consultation carefully before finalising our proposals.",TRUE,FALSE,3099
"3100","WAQ74248","Adam Price",2017-09-25,"Cabinet Secretary for Education",2017-10-05,"Will the Cabinet Secretary publish a summary of the main conclusions of any specific legal advice that she has received in developing the proposals of the White Paper, 'Striking the right balance: proposals for a Welsh-language Bill', regarding the impact that removing the Welsh Language (Wales) Measure 2011 schedules is likely to have on the National Assembly for Wales's ability to place language duties on the private sector? W","The proposals in our White Paper, 'Striking the right balance: proposals for a Welsh Language Bill', aim to assist us to deliver our vision for a million Welsh speakers by 2050.",TRUE,FALSE,3100
"3101","WAQ74249","Adam Price",2017-09-25,"Cabinet Secretary for Education",2017-10-05,"Will the Cabinet Secretary publish a summary of the main conclusions of any specific legal advice that she has received in developing the proposals of the White Paper, 'Striking the right balance: proposals for a Welsh-language Bill', regarding the impact that removing the Welsh Language (Wales) Measure 2011 schedules is likely to have on the National Assembly for Wales's ability to place language duties on private bodies that are already listed in the Welsh Language (Wales) Measure 2011 as it currently stands? W","The proposals in our White Paper, 'Striking the right balance: proposals for a Welsh Language Bill', aim to assist us to deliver our vision for a million Welsh speakers by 2050.",TRUE,FALSE,3101
