X1,value,key,vote,date,urlnum,motion_no,amend,amended,title,proposed_by,tabled_dt,debate_dt,motion_text,party.x,constituency.x,region.x,party.y,constituency.y,region.y
7407,Kirsty Williams,Against,NDM6692 - Plaid Cymru debate on the motion without amendment,2018-03-14,4913,NDM6692,FALSE,FALSE,NDM6692 - Assembly Debate,Rhun ap Iorwerth,2018-03-07,2018-03-14,To propose that the National Assembly for Wales:,Plaid Cymru,Ynys Mon,North Wales,Liberal Democrats,Brecon & Radnorshire,Mid & West Wales
7423,Kirsty Williams,For,NDM6693 - The Welsh Language Standards (No. 7) Regulations 2018,2018-03-20,4914,NDM6693,FALSE,FALSE,NDM6693 - Government Debate,Julie James,2018-03-13,2018-03-20,"To propose that the National Assembly for Wales, in accordance with Standing Order 27.5",Labour,Swansea West,South Wales West,Liberal Democrats,Brecon & Radnorshire,Mid & West Wales
7482,Kirsty Williams,For,NDM6696 The General Principles of the Public Services Ombudsman (Wales) Bill,2018-03-21,4915,NDM6696,FALSE,FALSE,NDM6696 - Assembly Debate,Simon Thomas,2018-03-14,2018-03-21,To propose that the National Assembly for Wales in accordance with Standing Order 26.83:,Plaid Cymru,NA,Mid & West Wales,Liberal Democrats,Brecon & Radnorshire,Mid & West Wales
7534,Kirsty Williams,Against,NDM6702 - Welsh Conservatives debate: Motion without amendment,2018-04-18,4976,NDM6702,FALSE,FALSE,NDM6702 - Opposition Debate,Paul Davies,2018-04-11,2018-04-18,To propose that the National Assembly for Wales:,Conservative,Preseli Pembrokeshire,Mid & West Wales,Liberal Democrats,Brecon & Radnorshire,Mid & West Wales
7589,Kirsty Williams,Against,NDM6703 - Welsh Conservatives debate: Motion without amendment,2018-04-18,4976,NDM6703,FALSE,FALSE,NDM6703 - Opposition Debate,Paul Davies,2018-04-11,2018-04-18,To propose that the National Assembly for Wales:,Conservative,Preseli Pembrokeshire,Mid & West Wales,Liberal Democrats,Brecon & Radnorshire,Mid & West Wales
7640,Kirsty Williams,Against,NDM6697 - United Kingdom Independence Party debate: Motion without amendment,2018-04-18,4976,NDM6697,FALSE,FALSE,NDM6697 - Opposition Debate,Neil Hamilton,2018-03-14,2018-04-18,To propose that the National Assembly for Wales:,UKIP,NA,Mid & West Wales,Liberal Democrats,Brecon & Radnorshire,Mid & West Wales
7695,Kirsty Williams,Against,NDM6707 - Welsh Conservatives debate: Motion without amendment,2018-04-25,4978,NDM6707,FALSE,FALSE,NDM6707 - Opposition Debate,Paul Davies,2018-04-18,2018-04-25,To propose that the National Assembly for Wales:,Conservative,Preseli Pembrokeshire,Mid & West Wales,Liberal Democrats,Brecon & Radnorshire,Mid & West Wales
7744,Kirsty Williams,Against,NDM6706 - Plaid Cymru debate: Motion without amendment,2018-04-25,4978,NDM6706,FALSE,FALSE,NDM6706 - Opposition Debate,Rhun ap Iorwerth,2018-04-18,2018-04-25,To propose that the National Assembly for Wales:,Plaid Cymru,Ynys Mon,North Wales,Liberal Democrats,Brecon & Radnorshire,Mid & West Wales
7791,Kirsty Williams,Against,NDM6709 - Plaid Cymru debate: Motion without amendment,2018-04-25,4978,NDM6709,FALSE,FALSE,NDM6709 - Opposition Debate,Rhun ap Iorwerth,2018-04-18,2018-04-25,To propose that the National Assembly for Wales:,Plaid Cymru,Ynys Mon,North Wales,Liberal Democrats,Brecon & Radnorshire,Mid & West Wales
7847,Kirsty Williams,For,NDM6710 - Motion to endorse the recommendation in Report 01-18 of the Standards of Conduct Committee,2018-05-02,4980,NDM6710,FALSE,FALSE,NDM6710 - Committee Debate,Paul Davies,2018-04-25,2018-05-02,To propose that the National Assembly for Wales:,Conservative,Preseli Pembrokeshire,Mid & West Wales,Liberal Democrats,Brecon & Radnorshire,Mid & West Wales
7874,Kirsty Williams,Against,NDM6712 - Plaid Cymru debate: Motion without amendment,2018-05-02,4980,NDM6712,FALSE,FALSE,NDM6712 - Opposition Debate,Rhun ap Iorwerth,2018-04-25,2018-05-02,To propose that the National Assembly for Wales:,Plaid Cymru,Ynys Mon,North Wales,Liberal Democrats,Brecon & Radnorshire,Mid & West Wales
7916,Kirsty Williams,For,NDM6717 - Debate on Stage 4 of the Regulation of Registered Social Landlords (Wales) Bill,2018-05-08,4981,NDM6717,FALSE,FALSE,NDM6717 - Government Debate,Rebecca Evans,2018-05-01,2018-05-08,To propose that the National Assembly for Wales in accordance with Standing Order 26.47:,Labour,Gower,South Wales West,Liberal Democrats,Brecon & Radnorshire,Mid & West Wales
7969,Kirsty Williams,Against,NDM6719 - Welsh Conservatives debate: Motion without amendment,2018-05-09,4982,NDM6719,FALSE,FALSE,NDM6719 - Opposition Debate,Paul Davies,2018-05-01,2018-05-09,To propose that the National Assembly for Wales:,Conservative,Preseli Pembrokeshire,Mid & West Wales,Liberal Democrats,Brecon & Radnorshire,Mid & West Wales
8025,Kirsty Williams,Against,NDM6718 - United Kingdom Independence Party debate: Motion without amendment,2018-05-09,4982,NDM6718,FALSE,FALSE,NDM6718 - Opposition Debate,Neil Hamilton,2018-05-01,2018-05-09,To propose that the National Assembly for Wales:,UKIP,NA,Mid & West Wales,Liberal Democrats,Brecon & Radnorshire,Mid & West Wales
8082,Kirsty Williams,For,NDM6722 - Legislative Consent Motion on the EU (Withdrawal) Bill,2018-05-15,4983,NDM6722,FALSE,FALSE,NDM6722 - Government Debate,Carwyn Jones,2018-05-08,2018-05-15,"To propose that the National Assembly for Wales, in accordance with Standing Order 29.6, agrees that provisions in the European Union (Withdrawal) Bill in so far as they fall within or modify the legislative competence of the National Assembly for Wales should continue to be considered by the UK Parliament.",Labour,Bridgend,South Wales West,Liberal Democrats,Brecon & Radnorshire,Mid & West Wales
8204,Kirsty Williams,For,NDM6725 - Debate: The Older People's Commissioner for Wales' Annual Report 2017-18,2018-05-22,4985,NDM6725,FALSE,FALSE,NDM6725 - Government Debate,Julie James,2018-05-15,2018-05-22,To propose that the National Assembly for Wales:,Labour,Swansea West,South Wales West,Liberal Democrats,Brecon & Radnorshire,Mid & West Wales
8285,Kirsty Williams,Against,NDM6734 - Welsh Conservatives debate - Motion without amendment,2018-06-06,4988,NDM6734,FALSE,FALSE,NDM6734 - Opposition Debate,Paul Davies,2018-05-30,2018-06-06,To propose that the National Assembly for Wales:,Conservative,Preseli Pembrokeshire,Mid & West Wales,Liberal Democrats,Brecon & Radnorshire,Mid & West Wales
8316,Kirsty Williams,Against,NDM6735 - Plaid Cymru debate - Motion without amendment,2018-06-06,4988,NDM6735,FALSE,FALSE,NDM6735 - Opposition Debate,Rhun ap Iorwerth,2018-05-30,2018-06-06,To propose that the National Assembly for Wales:,Plaid Cymru,Ynys Mon,North Wales,Liberal Democrats,Brecon & Radnorshire,Mid & West Wales
8363,Kirsty Williams,Against,NDM6731 - UKIP debate - Motion without amendment,2018-06-06,4988,NDM6731,FALSE,FALSE,NDM6731 - Opposition Debate,Caroline Jones,2018-05-30,2018-06-06,To propose that the National Assembly for Wales:,UKIP,NA,South Wales West,Liberal Democrats,Brecon & Radnorshire,Mid & West Wales
8434,Kirsty Williams,Abstain,NDM6744 - Motion to elect Members to the Assembly Commission,2018-06-13,4990,NDM6744,FALSE,FALSE,NDM6744 - Assembly Debate,Elin Jones,2018-06-13,2018-06-13,"To propose that the National Assembly for Wales, in accordance with Standing Order 7.9, appoints Neil Hamilton (United Kingdom Independence Party) as a member of the Assembly Commission in place of Caroline Jones (United Kingdom Independence Party).",Plaid Cymru,Ceredigion,Mid & West Wales,Liberal Democrats,Brecon & Radnorshire,Mid & West Wales
8480,Kirsty Williams,Against,NDM6738 - Welsh Conservatives - Motion without amendment,2018-06-13,4990,NDM6738,FALSE,FALSE,NDM6738 - Opposition Debate,Paul Davies,2018-06-06,2018-06-13,To propose that the National Assembly for Wales:,Conservative,Preseli Pembrokeshire,Mid & West Wales,Liberal Democrats,Brecon & Radnorshire,Mid & West Wales
8508,Kirsty Williams,Against,NDM6739 - Plaid Cymru - Motion without amendment,2018-06-13,4990,NDM6739,FALSE,FALSE,NDM6739 - Opposition Debate,Rhun ap Iorwerth,2018-06-06,2018-06-13,To propose that the National Assembly for Wales:,Plaid Cymru,Ynys Mon,North Wales,Liberal Democrats,Brecon & Radnorshire,Mid & West Wales
8670,Kirsty Williams,For,NDM6733 - Member Debate under Standing Order 11.21(iv) - Air Quality - Motion without amendment,2018-06-20,4992,NDM6733,FALSE,FALSE,NDM6733 - Member Debates,Simon Thomas,2018-05-24,2018-06-20,To propose that the National Assembly for Wales:,Plaid Cymru,NA,Mid & West Wales,Liberal Democrats,Brecon & Radnorshire,Mid & West Wales
8698,Kirsty Williams,Against,NDM6745 - Welsh Conservatives - Motion without amendment,2018-06-20,4992,NDM6745,FALSE,FALSE,NDM6745 - Opposition Debate,Paul Davies,2018-06-13,2018-06-20,To propose that the National Assembly for Wales:,Conservative,Preseli Pembrokeshire,Mid & West Wales,Liberal Democrats,Brecon & Radnorshire,Mid & West Wales
8769,Kirsty Williams,Against,NNDM6753 - The Secretary of State for Wales - motion without amendment,2018-06-27,4995,NDM6753,FALSE,FALSE,NNDM6753 - No Named Day Motion Debate,Rhun ap Iorwerth,2018-06-25,NA,To propose that the National Assembly for Wales:,Plaid Cymru,Ynys Mon,North Wales,Liberal Democrats,Brecon & Radnorshire,Mid & West Wales
8795,Kirsty Williams,Against,"NDM6750 - Plaid Cymru Debate - Hydrogen Energy, motion without amendment",2018-06-27,4995,NDM6750,FALSE,FALSE,NDM6750 - Opposition Debate,Rhun ap Iorwerth,2018-06-20,2018-06-27,To propose that the National Assembly for Wales:,Plaid Cymru,Ynys Mon,North Wales,Liberal Democrats,Brecon & Radnorshire,Mid & West Wales
8860,Kirsty Williams,Against,NDM6751 - Plaid Cymru Debate - Cancers - motion without amendment,2018-06-27,4995,NDM6751,FALSE,FALSE,NDM6751 - Opposition Debate,Rhun ap Iorwerth,2018-06-20,2018-06-27,To propose that the National Assembly for Wales:,Plaid Cymru,Ynys Mon,North Wales,Liberal Democrats,Brecon & Radnorshire,Mid & West Wales
8892,Kirsty Williams,For,NDM6748 - The First Supplementary Budget 2018-19,2018-07-10,4998,NDM6748,FALSE,FALSE,NDM6748 - Government Debate,Julie James,2018-06-19,2018-07-10,"To propose that the National Assembly for Wales, in accordance with Standing Order 20.30, approves the First Supplementary Budget for the financial year 2018-19 laid in the Table Office and emailed to Assembly Members on Tuesday, 19 June 2018.",Labour,Swansea West,South Wales West,Liberal Democrats,Brecon & Radnorshire,Mid & West Wales
8915,Kirsty Williams,For,NDM6764 - The Affordable Housing Supply Review - Motion without amendment,2018-07-10,4998,NDM6764,FALSE,FALSE,NDM6764 - Government Debate,Julie James,2018-07-03,2018-07-10,To propose that the National Assembly for Wales:,Labour,Swansea West,South Wales West,Liberal Democrats,Brecon & Radnorshire,Mid & West Wales
8980,Kirsty Williams,For,NDM6770 - Motion to approve the financial resolution in respect of the Public Services Ombudsman (Wales) Bill,2018-07-17,5000,NDM6770,FALSE,FALSE,NDM6770 - Government Debate,Julie James,2018-07-10,2018-07-17,"To propose that the National Assembly for Wales, for the purposes of any provisions resulting from the Public Services Ombudsman (Wales) Bill, agrees to any increase in expenditure of a kind referred to in Standing Order 26.69, arising in consequence of the Bill.",Labour,Swansea West,South Wales West,Liberal Democrats,Brecon & Radnorshire,Mid & West Wales
9036,Kirsty Williams,For,NDM6777 - Debate on the General Principles of the Childcare Funding (Wales) Bill,2018-09-18,5258,NDM6777,FALSE,FALSE,NDM6777 - Government Debate,Huw Irranca-Davies,2018-09-11,2018-09-18,To propose that the National Assembly for Wales in accordance with Standing Order 26.11:,Labour,Ogmore,South Wales West,Liberal Democrats,Brecon & Radnorshire,Mid & West Wales
9070,Kirsty Williams,For,NDM6778 - Motion to agree the financial resolution in respect of the Childcare Funding (Wales) Bill,2018-09-18,5258,NDM6778,FALSE,FALSE,NDM6778 - Government Debate,Julie James,2018-09-11,2018-09-18,"To propose that the National Assembly for Wales, for the purposes of any provisions resulting from the Childcare Funding (Wales) Bill, agrees to any increase in expenditure of a kind referred to in Standing Order 26.69, arising in consequence of the Bill.",Labour,Swansea West,South Wales West,Liberal Democrats,Brecon & Radnorshire,Mid & West Wales
9151,Kirsty Williams,Against,NDM6776 - Welsh Conservatives debate,2018-09-19,5350,NDM6776,FALSE,FALSE,NDM6776 - Opposition Debate,Paul Davies,2018-09-12,2018-09-19,To propose that the National Assembly for Wales:,Conservative,Preseli Pembrokeshire,Mid & West Wales,Liberal Democrats,Brecon & Radnorshire,Mid & West Wales
9174,Kirsty Williams,Against,NDM6779 - UKIP Debate,2018-09-19,5350,NDM6779,FALSE,FALSE,NDM6779 - Opposition Debate,Gareth Bennett,2018-09-12,2018-09-19,To propose that the National Assembly for Wales:,UKIP,NA,South Wales Central,Liberal Democrats,Brecon & Radnorshire,Mid & West Wales
9268,Kirsty Williams,For,NDM6827 - Motion,2018-10-09,5355,NDM6827,FALSE,FALSE,NDM6827 - Government Debate,Julie James,2018-10-02,2018-10-09,"To propose that the National Assembly for Wales, in accordance with Standing Order 11.21(ii):",Labour,Swansea West,South Wales West,Liberal Democrats,Brecon & Radnorshire,Mid & West Wales
9315,Kirsty Williams,For,NDM6821 - Debate seeking the Assembly's agreement to introduce a Commission-proposed Bill - The Welsh Parliament and Elections (Wales) Bill,2018-10-10,5356,NDM6821,FALSE,FALSE,NDM6821 - Assembly Debate,Elin Jones,2018-10-02,2018-10-10,To propose that the National Assembly for Wales:,Plaid Cymru,Ceredigion,Mid & West Wales,Liberal Democrats,Brecon & Radnorshire,Mid & West Wales
9366,Kirsty Williams,Against,NDM6813 -- Disposal of dredged materials from the Bristol Channel - motion without amendment,2018-10-10,5356,NDM6813,FALSE,FALSE,NDM6813 - No Named Day Motion Debate,Rhun ap Iorwerth,2018-09-26,2018-10-10,To propose that the National Assembly for Wales:,Plaid Cymru,Ynys Mon,North Wales,Liberal Democrats,Brecon & Radnorshire,Mid & West Wales
9420,Kirsty Williams,Against,NDM6829 - Motion without amendment,2018-10-17,5358,NDM6829,FALSE,FALSE,NDM6829 - Opposition Debate,Darren Millar,2018-10-10,2018-10-17,To propose that the National Assembly for Wales:,Conservative,Clwyd West,North Wales,Liberal Democrats,Brecon & Radnorshire,Mid & West Wales
9459,Kirsty Williams,Against,NDM6835 - Plaid Cymru debate -Motion without amendment,2018-10-24,5360,NDM6835,FALSE,FALSE,NDM6835 - Opposition Debate,Rhun ap Iorwerth,2018-10-17,2018-10-24,To propose that the National Assembly for Wales:,Plaid Cymru,Ynys Mon,North Wales,Liberal Democrats,Brecon & Radnorshire,Mid & West Wales
